payment_id,policy_id,payment_date,amount,payment_mode,status
134,60246,2024-04-16,10446,UPI,Success
135,58327,2022-07-01,38346,UPI,Success
136,66765,2022-09-24,3740,Cash,Failed
137,30812,2023-04-29,13776,Card,Success
138,20313,2024-02-19,11012,Card,Success
139,59140,2023-07-14,14601,Card,Failed
140,3680,2023-12-25,36440,Cash,Success
141,24327,2023-11-15,39526,Card,Success
142,38104,2023-12-12,6394,Cash,Success
143,46184,2023-04-09,11193,NetBanking,Success
144,20648,2023-02-16,14996,NetBanking,Success
145,53631,2024-03-11,7396,Card,Pending
146,26149,2024-06-15,27620,Cash,Success
147,20749,2023-03-21,12042,Card,Success
148,8889,2024-05-29,10972,UPI,Success
149,55223,2022-10-29,9262,NetBanking,Failed
150,46623,2024-03-17,5101,UPI,Success
151,25265,2023-09-11,51058,NetBanking,Success
152,13695,2023-09-10,35225,Card,Success
153,6901,2024-02-07,18906,Card,Success
154,28419,2024-05-14,39574,NetBanking,Success
155,25906,2024-04-22,18592,NetBanking,Failed
156,38846,2024-04-30,29793,NetBanking,Success
157,27933,2023-07-20,56367,Cash,Success
158,16932,2022-06-25,17942,NetBanking,Failed
159,35376,2023-04-27,33855,Card,Success
160,23163,2023-02-22,3948,Card,Success
161,64916,2023-12-08,30163,UPI,Success
162,32027,2022-12-18,29683,NetBanking,Success
163,39828,2023-09-22,12783,Card,Success
164,1831,2023-02-04,31075,Card,Success
165,30190,2023-09-09,7644,Card,Success
166,55774,2023-10-22,58756,Cash,Success
167,25279,2023-10-26,32882,UPI,Success
168,51519,2022-10-22,55329,Cash,Success
169,28919,2022-08-02,9336,NetBanking,Success
170,15044,2022-03-12,54804,UPI,Success
171,9884,2022-07-26,29688,Cash,Success
172,11151,2023-10-20,17791,Cash,Success
173,35141,2023-05-03,48936,UPI,Success
174,2860,2023-05-23,30641,Cash,Success
175,66156,2024-03-23,20121,Card,Success
176,1211,2023-03-24,50648,Card,Pending
177,34891,2024-04-13,8349,Card,Success
178,25537,2022-04-20,26873,UPI,Success
179,51114,2022-07-15,19866,UPI,Success
180,2493,2023-11-18,21462,Cash,Success
181,48030,2023-12-19,48685,Card,Success
182,50809,2023-07-20,15947,NetBanking,Success
183,57362,2023-05-12,54333,Cash,Success
184,49059,2024-02-09,28006,Card,Success
185,27795,2024-04-26,38839,Cash,Success
186,11299,2022-03-25,26747,Card,Success
187,3129,2022-01-21,55116,NetBanking,Pending
188,4187,2024-01-11,2776,NetBanking,Success
189,33309,2022-08-02,57611,UPI,Success
190,30190,2023-11-07,4924,Cash,Success
191,48799,2023-08-14,39509,Cash,Failed
192,7692,2022-12-29,7568,NetBanking,Pending
193,420,2024-04-15,28167,Card,Success
194,42056,2022-11-18,45693,Cash,Success
195,901,2022-03-04,57151,NetBanking,Success
196,22279,2023-08-02,49176,UPI,Failed
197,56166,2022-04-19,20381,NetBanking,Success
198,55795,2022-04-04,21195,UPI,Success
199,40226,2022-06-10,10352,Cash,Success
200,48270,2023-11-04,42570,Card,Failed
201,19890,2024-02-15,53166,Cash,Success
202,9253,2022-11-05,58498,Card,Success
203,33657,2022-04-09,40052,Cash,Success
204,10164,2022-07-31,21911,Card,Success
205,54642,2022-10-05,45275,Card,Success
206,27795,2023-07-18,31107,Card,Success
207,37250,2022-09-06,52691,NetBanking,Success
208,45358,2023-09-30,54542,NetBanking,Pending
209,27260,2022-07-28,33241,NetBanking,Success
210,31782,2023-12-11,4419,NetBanking,Success
211,14724,2022-10-10,26452,Card,Success
212,18266,2023-03-02,20929,NetBanking,Success
213,5436,2022-12-20,39947,UPI,Success
214,20567,2022-05-23,8043,Card,Success
215,16658,2022-01-04,12912,NetBanking,Success
216,1789,2022-06-17,50181,Card,Failed
217,55162,2024-02-11,46908,Cash,Success
218,48414,2022-03-28,23349,UPI,Failed
219,20003,2022-08-29,30417,NetBanking,Success
220,47512,2023-07-27,41019,Cash,Success
221,31905,2024-06-08,25633,Card,Success
222,49952,2023-03-01,37882,NetBanking,Success
223,67891,2024-01-15,52334,Cash,Success
224,14263,2022-11-11,37357,NetBanking,Success
225,32549,2024-04-30,51446,Card,Pending
226,14030,2022-08-15,43155,Cash,Success
227,5670,2024-03-13,51890,UPI,Success
228,49991,2024-03-23,42456,Card,Failed
229,62999,2022-07-03,10962,Card,Success
230,54744,2022-12-27,13948,NetBanking,Success
231,56551,2022-12-08,41442,Card,Success
232,26382,2023-11-29,40589,Card,Pending
233,30239,2023-10-06,19456,Cash,Success
234,34328,2023-07-12,29834,Card,Success
235,32291,2023-05-06,4535,Cash,Success
236,38429,2024-04-07,49180,Cash,Success
237,61724,2024-02-15,7109,Card,Success
238,32167,2022-11-30,15740,NetBanking,Success
239,23615,2022-06-30,9274,NetBanking,Success
240,3607,2022-07-04,44000,Card,Success
241,15391,2023-03-25,54844,UPI,Success
242,60110,2023-10-24,51238,UPI,Success
243,21277,2023-12-20,21359,UPI,Success
244,33007,2022-07-27,26784,UPI,Success
245,17876,2024-04-19,23591,Cash,Success
246,53569,2023-08-15,2767,Cash,Success
247,15426,2022-01-20,7624,UPI,Success
248,54332,2022-01-03,13652,Cash,Success
249,51637,2022-01-28,41361,UPI,Failed
250,10739,2022-08-06,32495,UPI,Success
251,60039,2023-04-09,20092,UPI,Success
252,37880,2024-05-03,23788,Cash,Success
253,19024,2022-02-08,17760,Cash,Success
254,59185,2022-11-15,47335,NetBanking,Success
255,43826,2022-12-03,37842,Cash,Pending
256,69144,2022-12-07,50154,NetBanking,Success
257,17613,2024-02-08,42459,Cash,Success
258,5260,2023-08-03,37576,UPI,Success
259,65445,2022-03-07,8407,NetBanking,Success
260,25850,2023-02-03,47415,UPI,Failed
261,57929,2024-02-22,58855,NetBanking,Success
262,15263,2023-03-30,34484,NetBanking,Failed
263,37506,2024-02-04,53920,Cash,Success
264,65301,2023-08-01,20768,Cash,Failed
265,42467,2023-08-27,4850,Cash,Failed
266,5501,2022-03-20,22447,NetBanking,Success
267,66901,2022-12-20,50284,UPI,Success
268,56772,2022-11-02,12058,UPI,Success
269,51383,2023-04-02,13042,NetBanking,Success
270,6763,2023-11-20,48603,Cash,Success
271,50272,2022-03-21,36012,NetBanking,Success
272,4783,2022-01-04,45054,NetBanking,Success
273,60609,2023-05-13,23632,Card,Pending
274,3637,2023-06-12,34163,UPI,Success
275,41501,2024-02-26,3501,UPI,Success
276,44904,2022-07-26,39274,UPI,Success
277,14268,2022-03-30,35569,Card,Success
278,1973,2022-02-19,19797,Cash,Success
279,69951,2022-12-12,7453,UPI,Success
280,68188,2022-10-02,47171,Cash,Success
281,38103,2022-09-24,17374,UPI,Success
282,26126,2024-02-10,3150,Cash,Success
283,60779,2022-08-24,55379,NetBanking,Success
284,8493,2023-11-22,24523,Card,Success
285,42603,2023-08-22,15885,NetBanking,Success
286,20954,2023-10-13,58159,NetBanking,Success
287,20856,2022-11-20,23044,Card,Success
288,2093,2023-08-20,47077,Card,Pending
289,10995,2023-06-19,39841,Cash,Success
290,41554,2022-05-23,44179,NetBanking,Success
291,8163,2022-07-19,31977,NetBanking,Success
292,69654,2023-10-18,34982,Cash,Success
293,44458,2022-09-06,6035,UPI,Success
294,53783,2023-05-11,6926,UPI,Pending
295,28033,2022-12-05,40272,Card,Success
296,54000,2022-10-01,38536,Card,Success
297,61435,2024-05-05,38447,UPI,Success
298,68604,2024-03-05,19091,UPI,Success
299,16276,2023-03-17,8544,NetBanking,Success
300,31131,2024-05-02,38815,Card,Success
301,12790,2023-03-26,41174,Cash,Success
302,21002,2023-06-29,43964,Card,Success
303,57727,2023-01-17,7154,UPI,Success
304,48386,2023-11-09,53932,Card,Success
305,16008,2024-02-14,3095,UPI,Success
306,54516,2022-07-12,6382,UPI,Failed
307,62395,2023-02-09,13420,UPI,Failed
308,57430,2024-04-21,22976,Card,Success
309,45409,2022-08-29,21028,NetBanking,Failed
310,47109,2024-02-04,29521,UPI,Success
311,56441,2024-02-22,26250,Cash,Success
312,387,2023-03-05,39202,Cash,Success
313,7314,2024-05-16,13627,UPI,Success
314,55108,2022-06-30,36413,Card,Success
315,51420,2023-05-26,27480,NetBanking,Success
316,51805,2022-04-26,38100,Card,Failed
317,18222,2024-02-25,8318,Cash,Success
318,32005,2022-01-11,51855,NetBanking,Success
319,65475,2023-05-17,5550,NetBanking,Success
320,63400,2022-07-03,37477,NetBanking,Success
321,61425,2023-10-13,20172,NetBanking,Success
322,13521,2023-11-17,56455,Card,Success
323,25603,2022-06-26,46621,UPI,Failed
324,35815,2022-09-30,20640,Card,Success
325,23102,2024-01-24,32338,NetBanking,Success
326,21583,2023-09-21,39633,Cash,Success
327,30067,2023-10-22,47836,NetBanking,Success
328,39953,2022-01-10,40936,Card,Success
329,16964,2024-02-07,8920,Cash,Failed
330,45495,2022-07-16,25648,Card,Success
331,28481,2022-11-04,55012,Cash,Success
332,59584,2024-01-21,28904,Cash,Success
333,22370,2022-05-18,14110,Cash,Success
334,45915,2023-09-14,50989,Card,Success
335,52623,2023-05-12,49809,Cash,Success
336,58139,2022-08-31,54252,Cash,Success
337,68791,2023-08-08,49045,NetBanking,Success
338,20242,2022-07-05,26681,UPI,Success
339,1613,2024-05-05,53891,NetBanking,Failed
340,24684,2023-11-19,53466,Card,Success
341,474,2023-05-10,41801,NetBanking,Failed
342,55376,2023-09-16,13096,UPI,Success
343,37628,2023-09-01,51341,NetBanking,Success
344,59095,2022-04-04,7366,Card,Success
345,54480,2022-10-24,6386,NetBanking,Success
346,69807,2024-04-08,17079,Cash,Success
347,31388,2023-05-29,4787,Cash,Success
348,59762,2022-06-12,23458,UPI,Success
349,43978,2022-10-07,26354,NetBanking,Success
350,38081,2023-05-05,53407,Card,Success
351,32365,2023-05-30,51665,NetBanking,Failed
352,48288,2023-08-27,48574,UPI,Success
353,31763,2022-03-03,42700,Cash,Success
354,27228,2023-07-09,33185,Cash,Success
355,27721,2022-12-23,32111,NetBanking,Success
356,34865,2022-02-16,29094,Card,Success
357,43417,2022-07-05,32064,UPI,Success
358,44938,2023-07-18,16464,Cash,Success
359,27287,2022-10-21,36030,NetBanking,Success
360,23408,2022-09-08,33936,NetBanking,Success
361,31080,2022-10-06,39888,UPI,Pending
362,36315,2022-04-16,26347,Card,Success
363,30709,2022-12-11,6503,Cash,Success
364,39418,2022-02-08,41883,UPI,Pending
365,31100,2022-01-17,48085,NetBanking,Success
366,34986,2023-01-16,35506,NetBanking,Failed
367,13958,2022-05-07,49705,Card,Failed
368,25655,2022-05-31,57188,Cash,Success
369,57409,2023-04-09,17710,UPI,Success
370,9135,2024-01-03,21060,NetBanking,Failed
371,4676,2023-12-14,2386,UPI,Success
372,39,2024-05-13,38651,NetBanking,Success
373,50341,2022-01-20,24496,UPI,Success
374,50731,2023-11-18,48036,UPI,Success
375,24195,2024-05-25,46304,NetBanking,Success
376,58190,2024-03-22,34628,UPI,Success
377,61658,2023-11-17,22897,Card,Success
378,68758,2022-08-31,19734,NetBanking,Success
379,18841,2023-09-10,55144,NetBanking,Success
380,14051,2024-03-04,57773,UPI,Success
381,37204,2023-03-19,29708,Cash,Success
382,56342,2022-01-03,48831,NetBanking,Success
383,69251,2022-08-18,9077,UPI,Success
384,31998,2024-05-14,32065,UPI,Success
385,50741,2022-12-15,41234,Cash,Success
386,34937,2024-06-12,48520,UPI,Success
387,7537,2022-09-18,11524,UPI,Success
388,28339,2022-09-14,49251,UPI,Success
389,68927,2022-08-14,24658,Card,Success
390,39535,2024-01-24,47390,NetBanking,Success
391,26489,2022-06-26,16863,NetBanking,Pending
392,13617,2023-03-27,18023,Card,Success
393,32260,2023-02-04,43305,NetBanking,Success
394,48167,2024-02-09,25623,Card,Success
395,33908,2024-01-30,47718,UPI,Success
396,5914,2022-04-14,31010,Cash,Success
397,18905,2022-12-25,34719,NetBanking,Success
398,52598,2022-11-01,33206,Card,Success
399,29719,2024-04-17,8132,UPI,Success
400,20848,2023-06-17,50414,Card,Success
401,46918,2023-05-16,57699,NetBanking,Success
402,11013,2022-12-25,6312,Card,Success
403,50346,2022-01-25,6750,Cash,Success
404,44130,2024-05-13,27875,UPI,Success
405,41634,2024-06-07,40363,UPI,Success
406,15583,2022-03-07,23670,UPI,Success
407,17299,2023-04-09,44138,NetBanking,Success
408,9754,2023-06-10,24970,Cash,Success
409,55622,2022-09-13,59084,Card,Failed
410,40674,2023-03-06,43821,Cash,Success
411,48916,2023-05-22,54257,Card,Success
412,43245,2022-12-01,9185,Card,Failed
413,28522,2023-12-13,40172,Cash,Success
414,1772,2022-09-09,40501,UPI,Success
415,59559,2022-03-19,56398,UPI,Success
416,60743,2022-08-03,11548,Cash,Failed
417,8309,2023-03-24,31983,Cash,Success
418,12723,2023-02-03,20827,NetBanking,Success
419,21149,2024-02-28,20020,Cash,Success
420,47229,2022-11-03,41762,Cash,Failed
421,55772,2022-04-23,42544,Cash,Success
422,11710,2023-04-26,40739,UPI,Success
423,67689,2022-05-07,13071,Card,Success
424,68770,2022-09-10,17693,UPI,Pending
425,42940,2022-04-05,43129,UPI,Pending
426,27702,2023-08-12,7497,NetBanking,Success
427,53402,2023-02-06,37408,Card,Success
428,29171,2022-02-08,10030,NetBanking,Success
429,8649,2023-05-08,34824,UPI,Success
430,23027,2024-04-25,9567,UPI,Success
431,53453,2022-01-25,34322,Card,Success
432,23945,2022-06-23,55594,NetBanking,Success
433,64966,2022-04-03,5009,UPI,Success
434,5818,2022-05-18,10994,UPI,Success
435,48382,2022-07-30,54962,Cash,Success
436,34406,2023-09-18,52183,Card,Success
437,40495,2023-09-21,27425,NetBanking,Success
438,38120,2023-10-16,41703,Card,Success
439,58642,2023-02-04,11639,NetBanking,Success
440,40732,2022-03-01,46322,UPI,Success
441,34479,2023-03-25,51193,Card,Success
442,50950,2022-06-22,30835,Card,Failed
443,56129,2024-05-06,29745,NetBanking,Success
444,10532,2022-01-28,59687,UPI,Success
445,24442,2022-10-17,51085,UPI,Success
446,55759,2024-01-19,26537,UPI,Success
447,29078,2024-01-28,34309,UPI,Success
448,25543,2024-04-19,17790,NetBanking,Success
449,3248,2023-05-25,41448,Card,Failed
450,28309,2022-09-12,18097,NetBanking,Failed
451,25484,2022-10-17,5660,UPI,Success
452,28508,2022-04-11,13057,Cash,Success
453,42519,2024-03-04,49294,UPI,Success
454,68212,2023-12-12,23743,UPI,Success
455,7911,2022-12-21,11377,Card,Success
456,45522,2022-02-01,46572,Cash,Success
457,56570,2024-03-20,29276,UPI,Success
458,28506,2023-04-03,33514,NetBanking,Success
459,37555,2022-08-18,32788,Cash,Success
460,52093,2023-01-24,54703,Card,Success
461,42819,2023-10-26,40422,Card,Failed
462,26799,2022-04-29,25165,Cash,Pending
463,66930,2023-03-20,37890,NetBanking,Failed
464,37758,2024-01-08,55618,UPI,Success
465,54981,2022-09-25,31803,Card,Success
466,39203,2023-01-06,19270,Cash,Success
467,7146,2022-04-15,28633,Card,Success
468,55216,2022-01-28,23398,Card,Success
469,15192,2023-07-29,35096,NetBanking,Success
470,40777,2022-06-06,4403,Card,Success
471,31171,2024-03-12,29350,UPI,Success
472,64163,2023-10-20,49282,Cash,Success
473,10621,2023-05-16,53868,Card,Success
474,52166,2023-10-06,44212,NetBanking,Success
475,65381,2022-09-06,25277,Card,Success
476,69755,2024-02-27,41776,Card,Success
477,24830,2022-04-26,56055,Card,Success
478,29388,2022-01-04,10364,Card,Failed
479,9431,2024-03-09,20680,Cash,Success
480,16337,2024-03-29,23638,Cash,Success
481,2311,2024-06-12,25427,UPI,Success
482,24407,2023-03-20,8060,UPI,Failed
483,38712,2024-05-21,12657,UPI,Success
484,44929,2022-09-29,28031,Card,Success
485,9956,2023-02-17,34824,Card,Success
486,32658,2023-05-10,12093,Card,Success
487,383,2023-04-30,19164,NetBanking,Success
488,66480,2022-12-09,20462,Card,Success
489,22785,2023-06-13,51331,UPI,Success
490,16680,2022-03-01,28285,UPI,Success
491,48718,2022-04-26,15791,Card,Success
492,54810,2022-01-24,28270,NetBanking,Failed
493,49497,2023-05-29,3137,UPI,Failed
494,1758,2024-05-06,27179,NetBanking,Success
495,14880,2022-02-24,19846,Cash,Success
496,5327,2024-02-29,53388,UPI,Success
497,42698,2022-05-16,26775,Cash,Failed
498,60846,2024-01-06,51093,Cash,Pending
499,64978,2023-10-12,47209,Cash,Success
500,66252,2023-02-14,3135,UPI,Success
501,13101,2022-12-03,46329,Cash,Success
502,32203,2023-06-10,32717,Card,Success
503,17233,2023-10-20,45465,Cash,Success
504,11167,2022-11-30,45215,Cash,Failed
505,3119,2022-01-12,38790,Card,Pending
506,46058,2024-03-15,40454,Card,Success
507,40134,2024-01-22,39732,NetBanking,Success
508,63348,2024-01-18,43918,Card,Success
509,57680,2022-07-01,36854,Card,Success
510,58974,2022-09-03,37126,Card,Success
511,55482,2022-07-09,42321,Card,Success
512,13949,2023-12-26,18701,UPI,Success
513,10236,2022-11-07,15066,UPI,Success
514,49779,2023-04-08,11852,Cash,Success
515,13340,2023-12-22,23595,UPI,Success
516,22225,2023-04-14,51915,Card,Success
517,41353,2023-03-21,26494,Card,Success
518,34765,2023-07-24,47859,Card,Success
519,1977,2023-07-18,4716,Card,Success
520,59130,2022-12-24,28643,UPI,Failed
521,38880,2023-11-10,27893,Card,Success
522,57017,2022-07-08,37799,Cash,Success
523,52806,2023-04-05,12758,Cash,Pending
524,32622,2024-04-21,54183,NetBanking,Success
525,42873,2023-01-02,22773,NetBanking,Success
526,67519,2022-04-24,23308,NetBanking,Success
527,5977,2024-03-21,17360,Card,Success
528,20497,2022-10-25,43623,Card,Success
529,44142,2022-06-02,9414,UPI,Success
530,54455,2022-07-23,22065,NetBanking,Failed
531,47253,2022-11-02,45469,Cash,Success
532,47774,2022-07-19,3809,Cash,Success
533,36441,2022-12-28,39648,NetBanking,Failed
534,4782,2024-02-27,41131,Card,Pending
535,66655,2023-11-27,24244,Cash,Success
536,47576,2022-01-28,5020,UPI,Success
537,28481,2023-06-06,18937,UPI,Success
538,42527,2023-05-19,56227,NetBanking,Success
539,25382,2022-11-03,44883,NetBanking,Success
540,32634,2023-12-24,11239,UPI,Success
541,68796,2022-09-09,17153,UPI,Success
542,62278,2024-01-11,33991,Cash,Success
543,6952,2022-05-12,8346,Cash,Success
544,9690,2024-05-20,51144,Cash,Success
545,4346,2023-11-29,17274,Card,Success
546,53818,2023-10-30,11066,Card,Failed
547,14313,2022-05-24,16120,NetBanking,Success
548,50087,2023-08-20,17720,Cash,Success
549,59507,2024-06-11,25121,Cash,Success
550,67145,2022-08-23,3471,NetBanking,Success
551,20781,2024-02-25,27608,Card,Success
552,13715,2024-05-25,59876,UPI,Success
553,26042,2022-01-07,56175,Card,Success
554,23969,2023-06-30,22081,NetBanking,Success
555,33492,2024-05-27,45513,UPI,Failed
556,68113,2023-03-18,43456,UPI,Pending
557,20384,2023-01-22,36155,UPI,Pending
558,19990,2024-05-22,13404,Card,Success
559,38839,2023-02-11,25721,NetBanking,Success
560,9487,2022-05-13,18573,NetBanking,Success
561,68138,2022-10-02,4175,NetBanking,Success
562,62865,2022-01-04,48212,UPI,Success
563,60308,2023-11-16,39313,Card,Success
564,47115,2023-11-12,8654,Card,Success
565,41433,2022-02-04,23343,Cash,Success
566,22486,2022-09-30,16123,Cash,Success
567,58342,2023-05-03,28970,UPI,Success
568,44417,2022-12-20,44997,NetBanking,Success
569,67546,2023-07-23,35192,Cash,Failed
570,65376,2023-03-13,21785,UPI,Success
571,9122,2022-03-26,10689,NetBanking,Success
572,37001,2022-01-12,6939,UPI,Success
573,64368,2024-05-05,49105,UPI,Pending
574,56777,2023-03-14,19923,Cash,Failed
575,20167,2023-04-02,8166,Card,Pending
576,9869,2022-04-14,41362,NetBanking,Pending
577,39718,2023-09-03,2885,Card,Success
578,64124,2023-05-07,43689,NetBanking,Success
579,18767,2023-03-29,57074,NetBanking,Success
580,51785,2023-12-27,54505,Cash,Success
581,56251,2023-03-07,59244,Cash,Success
582,35220,2022-03-20,41311,NetBanking,Success
583,50071,2022-06-03,40572,NetBanking,Success
584,2836,2022-12-25,12150,Cash,Failed
585,29725,2024-04-25,8964,UPI,Failed
586,31946,2022-07-17,29839,Cash,Success
587,10753,2022-12-14,34757,Card,Success
588,26535,2022-06-02,43026,Cash,Success
589,58322,2024-02-25,35759,NetBanking,Success
590,27492,2022-09-21,57916,NetBanking,Success
591,41549,2022-04-24,17237,Card,Success
592,52806,2023-12-16,53148,Cash,Success
593,32344,2022-03-18,56454,Card,Success
594,63558,2023-04-06,9291,Card,Success
595,41696,2024-01-25,55367,Cash,Failed
596,36216,2024-04-21,3736,UPI,Success
597,20862,2024-02-10,58777,NetBanking,Success
598,58128,2022-04-02,12760,Cash,Success
599,24426,2022-12-08,32042,NetBanking,Success
600,38741,2023-10-13,14551,Cash,Success
601,15581,2022-08-29,3842,Card,Success
602,12937,2023-03-29,39886,NetBanking,Success
603,23182,2024-02-28,38605,NetBanking,Success
604,732,2022-08-09,30507,Card,Success
605,4124,2024-03-12,50939,NetBanking,Success
606,23610,2023-10-23,59068,NetBanking,Success
607,69036,2023-07-27,27237,Cash,Pending
608,2706,2024-05-22,32403,UPI,Success
609,20648,2023-07-15,19365,Card,Success
610,63209,2024-06-18,44284,Cash,Success
611,60073,2023-05-05,58388,NetBanking,Success
612,57885,2024-04-19,57377,UPI,Success
613,3847,2022-09-07,36373,NetBanking,Success
614,34870,2022-06-02,52474,Cash,Success
615,13036,2023-06-01,7446,Card,Success
616,55111,2024-03-20,26868,UPI,Success
617,37359,2024-04-19,8406,Cash,Pending
618,4000,2023-12-29,3237,NetBanking,Success
619,4653,2022-07-26,48025,UPI,Success
620,2777,2023-05-16,25509,Cash,Success
621,6221,2024-06-05,55629,Card,Success
622,56741,2022-12-12,10766,NetBanking,Success
623,69860,2024-01-01,43652,NetBanking,Success
